Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Included / International,Price / International,Compare At Price / International,Status
3717,Gummi spentvätt Delaval VMS - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,255.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8602-xl,Arbetshandskar nötskinn,"<ul>
<li>Särskilt slitstarkt och smidigt läder 1,1 - 1,3 mm</li>
<li>Bomullsfodrad (A-kvalitet)</li>
<li>Med grön rygg och canvas mudd</li>
<li>Stort snitt, dubbelsydd</li>
<li>Olika fållfärg beroende på storlek</li>
</ul>",Keron,Djur och tillbehör till husdjur,Arbetshandskar,"",true,Storlek,7 / S,,,,,8602-7,0.0,,0,continue,manual,55.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Keronhandskargron.jpg?v=1686694342,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8602-xl,,,,,,,,,8 / M,,,,,8602-8,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8602-xl,,,,,,,,,9 / L,,,,,8602-9,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8602-xl,,,,,,,,,10 / XL,,,,,8602-10,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8602-xl,,,,,,,,,11 / XXL,,,,,8602-11,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8602-xl,,,,,,,,,12 / XXXL,,,,,8602-12,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8602-xl,,,,,,,,,13 / XXXXL,,,,,8602-13,0.0,,0,continue,manual,55.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,Bekina Riglite X,"<p data-mce-fragment=""1""> </p>
<p data-mce-fragment=""1"">RigliteX päls SolidGrip är en halvhög skyddsstövel som är värmeisolerande ned till -30 °C. Stöveln har mellansuleskydd (S5), dragöglor, avsparksporre, SRC-sula och är vattentät. RigliteX kommer även att hålla dina fötter varma och torra pga innerfodret.</p>
<p data-mce-fragment=""1"">De här ultralätta stövlarna med dragöglor är de perfekta stövlarna för smutsigt och tungt arbete inom olika branscher. Ståltåhättan och mellansulan skyddar dina fötter från fallande föremål, utskjutande spikar och andra vassa föremål.</p>
<p data-mce-fragment=""1"">RigliteX päls SolidGrip-yttersulan kännetecknas av slitstarka djupa klackprofiler som garanterar lång livslängd. Den här slitstarka yttersulan är halksäker (SRC-certifierad) och ger utmärkt grepp på hala och smutsiga ytor. Stövlen är 40% lättare än en vanlig gummi/PVC stövel.</p>
<p data-mce-fragment=""1"">Bekina Boots är motståndskraftiga mot fetter, oljor och en mängd olika kemikalier.</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Ultralätt quickfit-stövel med dragöglor</li>
<li data-mce-fragment=""1"">Bredare passform</li>
<li data-mce-fragment=""1"">Multifunktionell, halksäker yttersula: SRC-certifierad</li>
<li data-mce-fragment=""1"">PVC-fri</li>
<li data-mce-fragment=""1"">Meddela rätt storlek vid beställning</li>
</ul>",Bekina,Djur och tillbehör till husdjur,Arbetsskor,"",true,Storlek,36,,,,,8203-36,0.0,,0,continue,manual,895.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Bekinariglite.jpg?v=1687544162,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8203-36,,,,,,,,,37,,,,,8203-37,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,38,,,,,8203-38,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,39,,,,,8203-39,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,40,,,,,8203-40,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,41,,,,,8203-41,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,42,,,,,8203-42,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,43,,,,,8203-43,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,44,,,,,8203-44,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,45,,,,,8203-45,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,46,,,,,8203-46,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,47,,,,,8203-47,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8203-36,,,,,,,,,48,,,,,8203-48,0.0,,0,continue,manual,895.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
9544-3,LED strålkastare 30W med rörelsesensor - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,365.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7309,Transportvagn Hörby Bruk 1000 kg - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,10.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9543-2,LED belysning 20W - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,185.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7401-8,Ryktmatta  40x 30 cm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,285.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8817-7,Utlopp Raimo Big Bag med  förlängning - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8912-1,Vägghållare diskmedel 25 kg - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,500.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8817-5,Drag,"<span data-mce-fragment=""1"">För montering på dragstången. Passar alla släpvagnar.</span>",Kerbl,Djur och tillbehör till husdjur,Tillbehör till fordon,"",true,Title,Default Title,,,,,8817-5,0.0,,0,continue,manual,195.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Dragkrok.jpg?v=1687559271,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7402-2,Stolpborste Happy Cow Mini - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,4.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9722,Trådspännare 25st - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,725.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
3950-2,Klaffar pass. Vp76 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,625.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
6001-1,Minimilker 1 komplett för kor - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,15.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9724-7,Jordborr 90 cm - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,355.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7400-5,Ryktborste Schurr kalv/get - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,19.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9731-5,Tillsatsisolator plaststolpe 25-p - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,49.50,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9723-3,"Krampor 47 x 3,8mm, 50-p - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,39.50,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8907,Asepto Eco 265 kg,"<p data-mce-fragment=""1"">För rengöring av mjölkningsanläggningar och gårdstankar                                 </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Daglig eller veckovis rengöring av mjölkningsanläggningar och gårdstankar</li>
<li data-mce-fragment=""1"">Starkt alkaliskt rengöringsmedel utan klor, kväve och fosfor</li>
<li data-mce-fragment=""1"">Effektiv rengöring mot organisk smuts som protein och fett</li>
<li data-mce-fragment=""1"">Lämpligt till växeldisk med GS 30</li>
<li data-mce-fragment=""1"">Förskölj med ljummet vatten (max 37°C)</li>
<li data-mce-fragment=""1"">Starttemperatur över 65°C</li>
<li data-mce-fragment=""1"">Avslutningstemperatur minst 42°C</li>
<li data-mce-fragment=""1"">Mindre miljöpåverkan</li>
<li data-mce-fragment=""1"">Ring för bästa pris<br>
</li>
</ul>
<p><span>Obs! Läs alltid etiketten och produktinformationen före användning. För mer info se bifogade dokument:<br><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Produktdatablad_asepto_eco.pdf?v=1686958973"" title=""Produktdatablad"">Produktdatablad</a><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Sakerhetsdatablad_Asepto_eco.pdf?v=1686958997"" title=""Säkerhetsdatablad"">Säkerhetsdatablad</a><br><br></span></p>",Ecolab,Djur och tillbehör till husdjur,Diskmedel,"",true,Title,Default Title,,,,,8907,0.0,,0,continue,manual,7270.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/AseptoEco.jpg?v=1686958527,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8903,Horolith Robot - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,665.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7400-4,Fjäder Schurr,"<div id=""page-container-inner-wrapper"" data-mce-fragment=""1"">
<div id=""page-content"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-12 ArticleDetailpage"" data-mce-fragment=""1"">
<div class=""row"" data-mce-fragment=""1"">
<div class=""col-lg-8 order-md-1 col-12 ArticleDetails"" data-mce-fragment=""1"" xmlns:xsd=""http://www.w3.org/2001/XMLSchema#"" about=""#product_data"">
<div class=""description margin-bottom"" data-mce-fragment=""1"">
<div data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Resrvfjäder till ryktborste Schurr</p>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>",Schurr,Djur och tillbehör till husdjur,Ryktborste,"",true,Title,Default Title,,,,,7400-4,0.0,,0,continue,manual,165.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/SchurrB00_3b9c4c46-4f65-4c3e-b85b-2da42473a12b.jpg?v=1687803327,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8817-8,Utlopp Raimo utan förlängning - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,695.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8905,Asepto Aktiv 25 kg,"<p data-mce-fragment=""1"">Högalkaliskt rengöringsmedel</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">För rengöring av mjölkningsutrustningar och mjölktankar med Lactivate®systemet</li>
<li data-mce-fragment=""1"">Vattenbesparande eftersom ingen försköljning behövs</li>
<li data-mce-fragment=""1"">Låg användninskoncentration 0,25%</li>
<li data-mce-fragment=""1"">Klorfri</li>
</ul>
<p>Obs! Läs alltid etiketten och produktinformationen före användning. För mer info se bifogade dokument:<br><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Produktdatablad_aseptoactive.pdf?v=1686700385"" target=""_blank"" title=""Produktdatablad AseptoActive"" rel=""noopener noreferrer"">Produktdatablad</a><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Sakerhetsdatablad_AseptoActive.pdf?v=1686700379"" target=""_blank"" title=""Säkerhetsdatablad AseptoActive"" rel=""noopener noreferrer"">Säkerhetsdatablad</a></p>",Ecolab,Djur och tillbehör till husdjur,Diskmedel,"",true,Title,Default Title,,,,,8905,0.0,,0,continue,manual,960.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/aseptoactive.jpg?v=1686698464,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9543-5,LED utebelysning 100 W - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,835.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9005-3,"Mjölkspann plast 30 l, grön, 120mm - INTE REDIGERAD","",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8209-1,Blundstone 500,"<p data-mce-fragment=""1"">Blundstones klassiska modell i brunt impregnerat premium skinn, utan stålhätta.<br></p>
<p data-mce-fragment=""1"">Kraftig elastisk resår i båda sidor. Urtagbar innersula.</p>
<p data-mce-fragment=""1"">Den grovt mönstrade TPU-sulan är olje- och syra beständig.</p>",Blundstone,Djur och tillbehör till husdjur,Arbetsskor,"",true,Storlek,8.5,,,,,8209-8.5,0.0,shopify,1,deny,manual,935.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Blundstone.jpg?v=1687546746,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8209-1,,,,,,,,,9.5,,,,,8209-9.5,0.0,shopify,1,deny,manual,935.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
7401-1,Ryktborste  med fjäder - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,1.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
3950-1,Klaffar pass.vakuumpump VP74 - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,495.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
7003-9,Klaffar Vakuumpump GEA - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,255.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
9724-1,Jordspett 2m - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,565.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8902-1,Asepto Robot Clean 27 kg,"<p data-mce-fragment=""1"">Passar till Lely och Delaval VMS          </p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Starkt alkaliskt rengöringsmedel för AMS (automatiska) mjölkningssystem med hett rengöringssystem  (70–95 °C).</li>
<li data-mce-fragment=""1"">Klorfritt.</li>
<li data-mce-fragment=""1"">Efterskölj med dricksvatten.</li>
<li data-mce-fragment=""1"">Godkänd enl. Svensk Mjölks miljökriterier. <br>
</li>
</ul>
<p><span>Obs! Läs alltid etiketten och produktinformationen före användning. För mer info se bifogade dokument:</span></p>
<p><span><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Aseptorobot_produktdatablad.pdf?v=1686964003"" target=""_blank"" title=""Produktdatablad AseptoRobot Clean"" rel=""noopener noreferrer"">Produktdatablad</a><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Sakerhetsdatablad_aseptorobot.pdf?v=1686963988"" target=""_blank"" title=""AseptoRobot Säkerhetsdatablad"" rel=""noopener noreferrer"">Säkerhetsdatablad</a></span></p>",Ecolab,Djur och tillbehör till husdjur,Diskmedel,"",true,Title,Default Title,,,,,8902-1,0.0,,0,continue,manual,680.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Aseptorobotclean.jpg?v=1686964126,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8908,AseptoStar FL-D,"<p data-mce-fragment=""1"">Diskmedel, rengöring, desinfektion</p>
<p data-mce-fragment=""1"">Flytande, kloralkaliskt diskmedel för effektiv disk</p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Kraftfull desinficering</li>
<li data-mce-fragment=""1"">Används morgon och kväll eller i växeldisk</li>
<li data-mce-fragment=""1"">Efterskölj med dricksvatten</li>
<li data-mce-fragment=""1"">Den är lämpad för alla typer av mjölkningsutrustning i standardutförande, inklusive kyltankar</li>
</ul>",Ecolab,Djur och tillbehör till husdjur,Diskmedel,"",true,Storlek,24 kg,,,,,8908-24,0.0,,0,continue,manual,555.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Aseptostar.jpg?v=1686964815,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8908,,,,,,,,,245 kg,,,,,8908-245,0.0,,0,continue,manual,4800.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8909,Alka-Cid,"<p data-mce-fragment=""1"">Disk- och desinfektionsmedel för mjölkningsanläggningar, mjölktankar och robotar    <br></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Innehåller högt kaliumhydroxid vilket gör det mycket effektivt mot fett- och proteinbeläggningar.</li>
<li data-mce-fragment=""1"">ALKA-CID har både en rengörande och desinficerande effekt.</li>
<li data-mce-fragment=""1"">Speciellt utformad för att ta bort fett och protein i rör, mjölkningssystem och kyltankar.</li>
<li data-mce-fragment=""1"">Bra vid lägre temperaturer och skonsamt med gummi och rostfritt stål.</li>
<li data-mce-fragment=""1"">ALKA-CID används i kombination med Fo-Cid.</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Innehåller </strong><br data-mce-fragment=""1"">Kaliumhydroxid, klor och komplexa bindemedel och korrosionsskydd</p>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifikationer</strong><br data-mce-fragment=""1"">Lösningen för användning: 0,5% (50 g / 10 liter vatten)<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Försiktighetsåtgärder</strong>: Blanda aldrig ALKA-CID och FO-CID!<br><br><span data-mce-fragment=""1"">Obs! Läs alltid etiketten och produktinformationen före användning. För mer info se bifogade dokument:<br></span><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Alkacid_produktdatablade.pdf?v=1686684724"" target=""_blank"" title=""Produktdatablad"" rel=""noopener noreferrer"">Produktdatablad</a><br><a href=""https://cdn.shopify.com/s/files/1/0640/9270/0937/files/alkacid_sakerhetsblad.pdf?v=1686684729"" target=""_blank"" title=""Säkerhetsblad"" rel=""noopener noreferrer"">Säkerhetsblad</a></p>",Cid Lines,Djur och tillbehör till husdjur,Diskmedel,"",true,Storlek,25kg,,,,,8909-1,0.0,,0,continue,manual,685.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Alkacid.jpg?v=1686684557,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8909,,,,,,,,,60kg,,,,,8909-2,0.0,,0,continue,manual,1695.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8909,,,,,,,,,240kg,,,,,8909-3,0.0,,0,continue,manual,4955.00,,true,false,"",,,,,,,,,,,,,,,,,,,kg,,,,,,,
8731-3,Akkuficklampa ProFire,"<ul>
<li>Kompakt och robust hölje av aluminium</li>
<li>Halkfri ribb i handtagsområdet</li>
<li>Fokusfunktion</li>
<li>Med handledsögla</li>
<li>Inkl. USB-kabel</li>
</ul>",Kerbl,Djur och tillbehör till husdjur,Belysning,"",true,Title,Default Title,,,,,8731-3,0.0,,0,continue,manual,195.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Fickelampprofire.jpg?v=1686683396,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8731-3,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Fickelampihanden.jpg?v=1686683400,2,,,,,,,,,,,,,,,,,,,,,,,,
8914,Horolith Peps pulverdisk 10kg - INTE REDIGERAD,"",Spengummimannen,Djur och tillbehör till husdjur,"","",true,Title,Default Title,,,,,,0.0,,0,continue,manual,895.00,,true,false,,,,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
8817-6,Big Bag utlopp,"<p>För enkel och kontrollerad tömning av BigBags med hjälp av en återförslutningsbar slider.<br data-mce-fragment=""1""></p>
<p>Kan monteras på redan fyllda säckar på några sekunder.</p>
<p>BigBag bör endast placeras på utloppsstödet.<br data-mce-fragment=""1""></p>
<p>Den förstärkta kilspetsen borrar sig självständigt in i tyget.<br data-mce-fragment=""1""></p>
<p>Integrerade hullingar fixerar utloppet på plats och förhindrar att något faller ut när du lyfter BigBag.<br data-mce-fragment=""1""></p>
<p>Lämplig för alla typer av fritt flytande material som foder, gödning, frön, pellets, salt, grus och granulat.</p>",Kerbl,Djur och tillbehör till husdjur,Utfodring,"",true,Title,Default Title,,,,,8817-6,0.0,,0,continue,manual,1295.00,,true,false,"",https://cdn.shopify.com/s/files/1/0640/9270/0937/files/Utfodring.jpg?v=1687545773,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
